victim.country.,actor.external.country.,actor.partner.country.,action.hacking.vector.,action.malware.vector.,action.misuse.vector.,action.physical.vector.,action.social.vector.,victim.industry2.
US,Unknown,,,,,Unknown,,92
US,,,,,Physical access,Victim grounds,,72
DE,Unknown,,Web application,,,,,51
IN,Unknown,,Unknown,Unknown,,,,42
US,,IN,,,,,,62
Unknown,Unknown,,Web application,,,,,54
US,Unknown,,,,,Victim work area,,44
US,,,Web application,,LAN access,,,49
GB,AL,,Unknown,,,,,56
US,Unknown,,,,,Victim work area,,62
US,Unknown,,Unknown,,,,,51
US,,,,,Physical access,,,52
IR,Unknown,,Web application,,,,,51
Unknown,Unknown,,Backdoor or C2,Email attachment,,,Email,92
US,Unknown,,,Web download,,,,54
US,,,,,,,,54
US,Unknown,,Unknown,,,,,45
US,Unknown,,,,,Victim grounds,,44
US,Unknown,,Unknown,Unknown,,,,54
US,,,,,LAN access,,,92
US,US,,,,Unknown,,,33
US,Unknown,,,,,Victim work area,,62
US,,Unknown,,,Physical access,,,92
US,,,,,,,,92
Unknown,Unknown,,Backdoor or C2,Email attachment,,,Email,92
US,,,,,,,,92
US,,,,,Remote access,,,21
US,,,,,,,,62
US,Unknown,,,,,Unknown,,52
US,,,,,,,,92
GB,,,,,Physical access,,,62
FI,,,,,,,,92
US,,Unknown,,,,,,92
US,,,,,,,,52
GB,,,,,,,,61
US,,Unknown,,,LAN access,,,48
US,,US,,,,,,62
US,,,,,,Personal vehicle,,92
US,Unknown,,,,,Unknown,,62
GB,,,,,,,,92
US,Unknown,,,,,,Email,62
AU,,,,,,,,52
CA,,,,,LAN access,,,62
US,Unknown,,,,,Victim work area,,62
CA,Unknown,,Unknown,,,,,52
CA,Unknown,,,,,Personal vehicle,,92
US,,,,,,,,92
US,,,,,LAN access,,,92
CA,,,,,LAN access,,,62
US,Unknown,,,,,Unknown,,62
US,,,,,LAN access,,,92
US,,,,,,,,62
FR,,FR,,,,,,54
US,,,,,,,,61
US,Unknown,,Web application,,,,,56
US,Unknown,,Web application,,,,,51
CZ,RU,,Backdoor or C2,Email attachment,,,Email,92
AU,Unknown,,Unknown,,,,,51
US,,,,,,,,92
IN,Unknown,,Unknown,,,,Phone,52
US,Unknown,,Unknown,,,,,00
US,Unknown,,Web application,,,,,54
US,,,,,,,,51
US,,,,,LAN access,,,62
Unknown,Unknown,,Backdoor or C2,Email attachment,,,Email,92
US,,,,,,,,62
US,,,,,,,,52
US,,,,,,,,92
US,,,,,LAN access,,,92
US,Unknown,,Unknown,,,,,92
GB,,,,,Unknown,,,92
CA,,,,,,,,61
US,Unknown,,Web application,,,,,62
GB,,Unknown,,,,,,62
US,,,,,,,,92
US,Unknown,,Web application,,,,,42
GB,GB,,Web application,,,,Social media,92
US,,,,,LAN access,,,51
US,Unknown,,Web application,,,,,51
US,Unknown,,Unknown,,,,,42
US,,,,,,,,54
US,,,,,,Victim work area,,62
US,,,,,,,,62
US,,,,,,,,92
CA,,,,,LAN access,,,62
US,,,,,,,,22
US,Unknown,,Unknown,Unknown,,,,62
US,,,,,LAN access,,,62
US,Unknown,,Web application,,,,,00
US,Unknown,,Physical access,,,,,33
US,,,,,,,,62
US,,,,,,,,92
US,,,,,LAN access,,,42
US,,,,,,,,92
US,,US,,,Remote access,,,62
US,Unknown,,,,,Unknown,,62
US,Unknown,,,,,Personal residence,,54
US,US,,,,,Personal vehicle,,62
US,,,,,,,,92
US,US,,,,,Victim work area,,54
US,Unknown,,,,,,,92
US,BR,,,,,Uncontrolled location,,52
US,,,,,,,,92
IN,Unknown,,Web application,,,,,52
US,Unknown,,Web application,,,,,72
US,Unknown,,,Unknown,,,,54
US,Unknown,,Web application,,,,,52
TR,TR,,Web application,,,,,00
US,Unknown,Unknown,,,,,,62
GB,,,,,,,,62
GB,,,,,,,,92
US,Unknown,,,,,Unknown,,62
CA,,,,,LAN access,,,62
GB,GB,,,,,Victim work area,,62
US,Unknown,,,,,Victim work area,,62
CK,Unknown,,Web application,,,,,92
AU,ID,,Web application,,,,,92
CA,,,,,LAN access,,,92
US,Unknown,Unknown,,,,,,62
FR,,,,,,Victim public area,,62
US,,,,,,,,52
US,Unknown,,,,,Personal vehicle,,62
US,Unknown,,Web application,,,,,44
US,Unknown,,,,Remote access,,,51
US,Unknown,,Unknown,,,,,62
US,Unknown,,Unknown,,,,,92
GB,BG,,,,,Uncontrolled location,,52
Unknown,Unknown,,Web application,,,,,51
US,Unknown,,,,Physical access,,In-person,56
US,,,,,LAN access,,,44
US,Unknown,,Unknown,,,,,61
BO,Unknown,,Web application,,,,,56
US,Unknown,,,,,Partner vehicle,,62
US,Unknown,,,Unknown,,,Email,62
US,,Unknown,,,,,,62
US,US,,,,Physical access,,In-person,72
US,Unknown,,,Unknown,,,,62
US,Unknown,,,,,Unknown,,92
AU,,,,,,,,92
GB,Unknown,,,,,Personal residence,,62
US,,,,,,,,62
US,Unknown,,Web application,,,,Email,62
VE,Unknown,,Web application,,,,,92
CA,Unknown,,Unknown,,,,,51
US,Unknown,,Unknown,,,,,44
US,,,Physical access,,LAN access,Victim secure area,,62
US,Unknown,,Unknown,,,,,62
US,Unknown,,,Email attachment,,,Email,62
US,,,,,LAN access,,,62
NL,,,,,,,,52
US,,,,,LAN access,,,42
US,,,,,LAN access,,,62
US,,,,,,,,52
CA,,,,,,,,61
US,Unknown,,Unknown,,,,,42
US,Unknown,,Web application,,,,,44
US,Unknown,,Web application,,,,,71
CA,,,,,LAN access,,,62
US,,,,,,,,92
US,Unknown,,,,,,Email,62
US,Unknown,,,,,Victim work area,,56
US,Unknown,,,,,Victim work area,,11
US,Unknown,,,,,Victim grounds,,92
US,,,,,,,,92
US,,,,,,,,92
US,,,,,LAN access,,,62
CN,,,,,LAN access,,,62
US,,,,,,,,52
US,,,,,,,,92
US,,,,,Physical access,,,92
US,,,,,,,,92
US,Unknown,,,,,Unknown,,62
GB,Unknown,,,,,Victim work area,,61
US,Unknown,,,,,,,62
PH,PH,,Web application,,,,,92
US,Unknown,,Web application,,,,,81
US,Unknown,,,,,Unknown,,52
US,Unknown,,,,,Victim public area,,52
US,,,,,,,,62
CA,CA,,,,,Victim work area,,62
US,VN,,,,,,Unknown,56
US,Unknown,,,Direct install,,,,62
US,Unknown,,Unknown,,,,,72
US,Unknown,,Unknown,,,,,61
IL,SY,,Web application,,,,,51
US,,,,,,,,92
US,,Unknown,,,Remote access,,,92
IL,PK,,Web application,,,,,51
US,Unknown,,,Email attachment,,,Email,62
US,,,,,,,,92
Unknown,,,,,,,,00
US,,,,,,,,92
US,,,,,LAN access,,,62
NZ,,,,,LAN access,,,92
PH,PH,,,,Unknown,Victim grounds,,51
US,Unknown,,Unknown,,,,,56
US,Unknown,,,,,Victim grounds,,52
US,Unknown,,,,,Victim public area,,00
US,Unknown,,,,,Victim secure area,,44
US,,,,,,,,52
US,Unknown,,Unknown,,,,,62
US,Unknown,,Unknown,,,,,62
US,RU,,Web application,,,,,92
US,,,,,,,,52
US,,,,,,,,62
US,Unknown,,,,,Unknown,,62
US,Unknown,,,,,Victim public area,,52
US,,,,,,,,92
US,,,,,LAN access,,,92
US,,,,,,,,92
AU,Unknown,,,,,Victim work area,,21
US,,,,,,,,92
US,Unknown,,Web application,,,Partner facility,,81
US,,,,,,,,52
US,,,Unknown,,,,,51
US,,,,,LAN access,Partner facility,,44
CA,,,,,LAN access,,,62
VE,Unknown,,Web application,,,,,81
US,,,,,,,,61
US,Unknown,,,,,Partner vehicle,,92
IN,Unknown,,Web application,,,,,54
AU,,,,,,,,92
JP,Unknown,,Web application,,,,,51
US,,Unknown,,,,,,62
US,,,,,,,,33
US,Unknown,,Web application,,,,In-person,51
US,Unknown,,Web application,,,,,51
CA,,,,,,,,62
US,Unknown,,,,,,Email,61
US,Unknown,,,,,Victim work area,,62
US,Unknown,,Unknown,Unknown,,,,62
US,,,,,,,,61
US,,,,,LAN access,,,42
CA,Unknown,,Web application,,,,,51
GB,Unknown,,,,,Personal vehicle,,62
US,,,,,,,,52
US,Unknown,,,,,Unknown,,62
US,,,,,,,,56
US,Unknown,,,,,Victim work area,,62
US,Unknown,,,Unknown,,,,92
MY,,,,,,,,61
US,,,,,Unknown,,,51
US,,,,,,,,92
GB,Unknown,,,,,Public facility,,44
US,Unknown,,,,,,Unknown,56
US,,,,,,,,92
CA,,,,,LAN access,,,92
US,,,,,LAN access,,,62
US,Unknown,,,,,Victim public area,,44
US,,,,,,,,61
US,,,,,,,,62
US,,,,,Physical access,,,92
US,RU,,,Unknown,,,,62
HN,Unknown,,Web application,,,,,92
US,,,,,LAN access,,,62
US,,,,,,,,51
US,Unknown,,Unknown,Direct install,,,,44
CA,,,,,LAN access,,,62
US,,,,,,,,92
Unknown,Unknown,,Web application,,,,,92
US,Unknown,,,,,Personal vehicle,,62
US,,,,,,,,62
US,Unknown,,,Web download,,,,52
US,,Unknown,,,,,,62
US,,,,,,,,81
BE,RU,,,,Unknown,,Unknown,81
US,Unknown,,,Unknown,,,,44
Unknown,Unknown,,Inter-tenant,,,,,51
US,Unknown,,,,,Victim secure area,,52
US,,,,,Physical access,,,62
US,,,,,,Public vehicle,,62
US,US,,,,LAN access,,Unknown,92
US,US,,,,,,,62
IN,Unknown,,Unknown,,,,,54
US,Unknown,,Unknown,,,,,51
NZ,,,,,,,,92
US,,,,,LAN access,Unknown,,54
US,Unknown,,,,,Unknown,,62
US,,,,,,,,92
US,Unknown,,,,,Unknown,,52
US,Unknown,,,,,Unknown,,62
US,Unknown,,,Email attachment,,,Email,61
LT,RU,,Backdoor or C2,Email attachment,,,Email,92
US,,,,,,,,92
US,,,,,,,,92
US,Unknown,,Unknown,Unknown,,,,54
US,,,,,,,,92
NZ,NZ,,Web application,,,,,00
US,US,,,,,Unknown,,62
US,,,,,,,,92
US,Unknown,,,,,,,54
US,,,,,Physical access,,,42
US,Unknown,,Unknown,,,,,52
US,Unknown,,,,Remote access,,,33
Unknown,Unknown,,Web application,,,,,00
US,Unknown,,,,,,,44
US,Unknown,,,,,Partner facility,,81
JP,,,Web application,,,,,33
US,Unknown,,Unknown,,,,,33
DK,DK,,,,LAN access,,,54
US,UY,,,,,Victim grounds,,44
US,Unknown,,,,,Unknown,,62
US,,,,,,,,62
US,,,,,,,,92
US,US,,,,,Public facility,,52
US,,,,,,,,92
US,,Unknown,,,,,,52
US,,,,,LAN access,,,92
US,US,,,,LAN access,,,45
US,,,,,LAN access,,,92
US,,US,,,,Partner vehicle,,81
JP,Unknown,,,Email attachment,,,,52
US,,US,,,,,,62
NZ,,,,,,,,92
US,,,,,LAN access,,,92
US,,,,,LAN access,,,92
US,,,,,,,,92
US,,,,,,,,92
US,,,,,,Victim work area,,52
US,Unknown,,,,,Unknown,,62
US,Unknown,,,,,Unknown,,62
CA,Unknown,,Unknown,,,,,51
GB,GB,,,,,,In-person,62
US,,,,,LAN access,,,51
US,Unknown,,Web application,,,,,52
US,Unknown,,Web application,,LAN access,,,51
US,,,,,,,,62
RU,Unknown,,Unknown,,,,,52
US,,,,,Physical access,,,62
US,Unknown,,,,,Unknown,,56
US,Unknown,,,Unknown,,,,44
US,Unknown,,Web application,,,,,45
US,,,,,Unknown,,,92
US,,,,,Non-corporate,,,92
US,Unknown,,Partner,,,,,62
US,,US,,,,,,62
CA,RU,,,Email autoexecute,,,Email,54
KR,KP,,Unknown,Unknown,,,,48
US,Unknown,,,,,Unknown,,62
US,,,,,,,,92
Unknown,,US,,,,,,92
US,Unknown,,,,,Personal vehicle,,92
US,Unknown,,Web application,Unknown,,,,53
US,Unknown,,,,,Public facility,,52
US,US,,,,LAN access,,Unknown,92
US,Unknown,,Unknown,Unknown,,,,21
US,Unknown,,,,Remote access,,,54
US,,,,,,,,44
AU,,,,,,,,52
GB,,,,,,,,92
US,,,,,Physical access,,,92
JP,,,,,Unknown,,,32
UM,,,,,,,,62
VE,AR,,Web application,,,,,92
GB,,,,,,,,51
GB,,,Web application,,,,,53
US,,,,,Physical access,,,52
US,,,,,Physical access,,,32
US,,,,,,,,61
US,,Unknown,,,,,,62
US,Unknown,,,Unknown,,,,62
US,,,,,Unknown,,,62
US,,,,,,,,62
GB,Unknown,,Unknown,,,,Social media,92
US,Unknown,,,,,Victim public area,,52
US,Unknown,,,,,,,62
US,,,,,,,,61
GB,GB,,,,,Victim grounds,,00
Unknown,,,,,,,,00
US,,,,,,,,54
GB,,,,,,,,92
GB,,,,,,,,62
US,Unknown,,,,,Unknown,,00
GB,Unknown,,,Network propagation,,,,62
US,,,,,LAN access,,,62
US,Unknown,,Unknown,,,,,54
US,,,,,,,,92
US,Unknown,,,,,Unknown,,62
GB,Unknown,,,,,Victim grounds,,62
US,,,,,,,,92
US,,,,,LAN access,,,54
US,,,,,LAN access,,,92
US,Unknown,,,,,Personal residence,,62
MX,,,,,,,,51
US,,,,,LAN access,,,62
US,Unknown,,Web application,,,,,71
US,,,,,,,,62
US,Unknown,,,,,Victim work area,,42
Unknown,Unknown,,,,,Victim work area,,00
FR,Unknown,,Web application,,,,,44
GB,Unknown,,,,,,Email,61
US,Unknown,,,,,Personal residence,,62
US,Unknown,,,Unknown,,,,51
US,,,,,Physical access,,,48
US,,,,,,,,92
US,Unknown,,,Download by malware,,,,45
US,Unknown,,Unknown,,,,,72
GB,,,,,,,,54
NZ,,Unknown,,,,,,52
US,Unknown,,,,,Victim grounds,,44
US,Unknown,,Backdoor or C2,,,,,54
US,Unknown,,,,,Victim public area,,52
MY,Unknown,,Unknown,,,,,00
US,AT,,Web application,,,,,51
AU,,,,,,,,52
US,Unknown,,,,,Unknown,,92
US,Unknown,,,,,Victim public area,,44
US,Unknown,,Web application,,,,Email,62
CA,RU,,Command shell,,,,,61
TW,Unknown,,,,,,,92
NZ,,,,,,,,62
US,,,,,,,,52
US,Unknown,,,,,Victim work area,,62
US,Unknown,,,,,,Email,62
US,Unknown,,Web application,,,,,45
US,Unknown,,,,,Unknown,,52
US,Unknown,,Unknown,,,,,62
US,Unknown,,,,,Victim work area,,62
US,Unknown,,,Unknown,,,,62
US,Unknown,,,Unknown,,,,62
US,US,,,,,Victim public area,,44
US,,,,,,,,92
CN,Unknown,,Unknown,,,,,51
US,,Unknown,,,,,,52
US,,,,,,,,92
US,,,,,,,,92
US,,,,,,,,92
OM,Unknown,,Unknown,,,,,52
US,,,,,,,,92
US,,Unknown,,,,,,52
US,UA,,Unknown,,,,,52
CA,,,,,LAN access,,,62
US,Unknown,,,,,Unknown,,62
SG,Unknown,,Web application,,,,Software,51
US,KZ,,,Unknown,,,,52
US,Unknown,,Unknown,,,,,56
US,Unknown,,,Direct install,,,,54
PT,RU,,Backdoor or C2,Email attachment,,,Email,92
US,Unknown,,Web application,,,,,81
CA,Unknown,,,Email attachment,,,Email,62
JP,,,,,,,,33
US,,,,,,,,62
GB,Unknown,,,,,Personal vehicle,,62
GB,,,,,,,,62
GB,Unknown,,Unknown,Removable media,Physical access,Victim work area,Unknown,52
US,Unknown,,Unknown,,,,,62
CA,,,,,LAN access,,,92
US,Unknown,,Unknown,,,,,62
US,,,,,,,,61
US,Unknown,,,,,Victim grounds,,52
US,,,,,,,,62
AU,,,,,Unknown,,,92
US,,,,,Physical access,,,62
US,Unknown,,,,,,,61
US,Unknown,,,,,Unknown,,51
US,,,,,LAN access,,,92
US,,,,,LAN access,,,44
US,Unknown,,Unknown,,,,,61
US,Unknown,,Unknown,,,,,45
US,,,,,,,,92
US,,,,,LAN access,,,92
US,,Unknown,,,,,,92
RU,RU,,Backdoor or C2,Email attachment,,,Email,22
US,,,,,,,,62
US,,,,,,,,81
US,,,,,LAN access,,,62
SE,SE,,Unknown,,,,,54
US,,,,,,,,62
US,,,,,,,,44
US,Unknown,,Web application,,,,,62
US,IR,,Unknown,,,,,92
US,,,,,,,,62
US,Unknown,,,Unknown,,,,61
UA,RU,,Physical access,,,,,51
US,,,,,LAN access,,,61
US,,Unknown,,,,,,92
US,Unknown,,,,,Unknown,,62
US,Unknown,,,,,Public facility,,44
US,,,,,LAN access,,,56
US,,,,,LAN access,,,92
GB,,,,,,,,53
US,Unknown,,,,,Victim work area,,52
US,,,,,,,,92
US,Unknown,,,Unknown,,,,72
GB,SY,,Web application,,,,Email,45
US,Unknown,,Unknown,,,,,33
US,,,,,LAN access,,,56
US,,Unknown,,,Remote access,,,62
US,Unknown,,,,,Victim work area,,62
US,,,,,LAN access,,,62
GB,,,,,LAN access,,,92
HK,,,,,,,,62
US,Unknown,,,,,Unknown,,61
US,,,,,Physical access,,Unknown,62
US,Unknown,,,,,Personal vehicle,,81
US,,,,,Remote access,,,62
US,,,,,,,,62
US,,,,,,,,62
US,Unknown,,Web application,Web download,,,,51
AU,,,,,,,,54
US,US,,,,,Victim public area,,52
US,Unknown,,Web application,,,,,62
US,,,,,Unknown,,,62
US,,,,,,,,62
Unknown,Unknown,,,,,Victim work area,,33
GB,,,,,LAN access,,,62
US,,,,,,,,62
CN,,,,,,,,51
US,Unknown,,,,,Victim public area,,44
US,,,,,Physical access,,,92
US,,,,,,,,52
US,,,,,,,,48
TR,TR,,Web application,,,,,00
US,,US,,,,,,32
US,,,,,,,,92
US,,,,,Physical access,,,56
US,Unknown,,Web application,,,,,92
US,,,Unknown,,,,,61
AZ,RU,,Backdoor or C2,Email attachment,,,Email,22
US,Unknown,,,,,Victim work area,,92
GB,Unknown,,Web application,,,,,44
US,,,,,,,,92
PA,Unknown,,Web application,,,,,51
US,US,,,,,Victim work area,,92
KR,Unknown,,Web application,,,,,45
AU,,,,,,,,62
US,,,,,,,,62
US,Unknown,,,,,Unknown,,62
GB,,,,,,,,92
US,Unknown,,,,,,Email,62
US,,,,,,,,81
US,Unknown,,Unknown,,,,,51
US,Unknown,,Web application,,,,,92
US,,Unknown,,,,,,56
US,,,,,Physical access,,,62
US,,Unknown,,,,,,62
US,,,,,,,,92
US,,,,,LAN access,,,92
US,Unknown,,,,,Victim public area,,45
GB,Unknown,,Web application,,,,,45
US,Unknown,,,,,Unknown,,62
US,Unknown,,,,,Personal vehicle,,62
US,Unknown,,Unknown,,,,,51
CN,Unknown,,Web application,,,,,54
US,Unknown,,Web application,,,,,51
US,Unknown,,Unknown,,,,,81
US,,,,,LAN access,,,92
US,Unknown,,,,,Personal vehicle,,61
US,,,,,,,,92
US,,,,,Unknown,,,62
US,,,,,LAN access,,,52
US,Unknown,,,,,Victim grounds,,52
US,Unknown,,,,,Unknown,,44
US,Unknown,,,,Physical access,,,54
US,US,,Unknown,,,,,61
JP,Unknown,,,Unknown,,,,54
US,,,,,,,,54
US,,,,,,,,92
US,,,,,LAN access,,,62
US,RU,,Unknown,Direct install,,,Unknown,52
US,Unknown,,Web application,,,,,51
US,Unknown,,,,,Victim grounds,,52
US,Unknown,,Unknown,,,,,62
US,,US,,,,,,62
AU,Unknown,,,,,Victim public area,,52
US,,,,,,,,92
US,,Unknown,,,,,,62
US,,,,,,Public facility,,44
GB,Unknown,,Web application,Direct install,,,Website,54
US,Unknown,,,,,Unknown,,44
US,Unknown,,,,,Victim grounds,,52
US,Unknown,,Web application,,,,,62
US,,,,,LAN access,,,62
US,,,,,,,,92
US,,,,,,,,92
SG,Unknown,,Web application,,,,,61
US,Unknown,,Unknown,,,,,72
CN,,,,,LAN access,,,92
Unknown,Unknown,,Web application,,,,,81
US,,,,,,,,52
GB,Unknown,,Backdoor or C2,,,,,81
US,GB,,Web application,,,,,51
US,,,,,,,,92
GB,,,,,,,,62
US,,,,,,,,92
US,,,,,,,,62
US,,,,,,,,62
ZA,,,,,,Victim work area,,81
US,Unknown,,,,LAN access,,In-person,62
US,,,,,,,,92
NZ,,,,,,,,92
US,Unknown,,,,,Victim public area,,44
US,,,,,LAN access,,,56
US,Unknown,,,,,Public vehicle,,61
US,Unknown,,,,,Victim work area,,62
US,,,,,LAN access,,,92
US,Unknown,,Unknown,,,,,54
NL,Unknown,,Web application,,,,,61
US,Unknown,,,,,Unknown,,44
AE,Unknown,,Web application,,,,,51
US,Unknown,,Unknown,Unknown,,,,61
US,UA,,Web application,,,,,52
US,,,,,,,,92
US,,,,,,,,92
GB,,,,,,,,62
GB,,,,,,,,62
US,,,,,Physical access,,,62
BR,Unknown,,Web application,,,,,92
Unknown,Unknown,,,Unknown,,,,62
US,Unknown,,,,,Unknown,,92
Unknown,,,,,,,,00
CA,,,,,LAN access,,,92
US,,,,,,,,52
US,,,,,LAN access,,,92
US,,,,,,,,92
HK,HK,,,,,Public facility,,92
US,,,,,,,,45
US,,,,,LAN access,,,92
GB,Unknown,,,,,Public facility,,52
GB,,,,,,,,62
US,Unknown,,,,,Victim work area,,45
US,Unknown,,,,,,,52
US,,,,,,,,92
US,Unknown,,Web application,,,,,92
US,,,,,Physical access,,,52
AE,,,,,,,,00
US,,,,,,,,92
US,Unknown,,,,LAN access,,,62
US,Unknown,,,,Remote access,,,54
US,Unknown,,,,,Unknown,,62
US,,,,,,,,92
US,Unknown,,Unknown,,,,,92
IL,,,,,,,,56
US,US,,,,Physical access,,,42
US,Unknown,,,,,Victim public area,,44
US,Unknown,,,,,,,72
US,Unknown,,Unknown,,,,,31
US,,,,,Physical access,,,56
US,,,,,,,,92
GB,Unknown,,,Email attachment,,,Email,62
US,Unknown,,Backdoor or C2,,,,,00
CN,,,,,,,,00
CA,,,,,LAN access,,,62
US,,,,,,,,92
CA,Unknown,,,,,Unknown,,92
US,,,,,LAN access,,,62
US,,,,,,,,92
US,,US,,,LAN access,,,62
US,Unknown,,Web application,,,,,51
GB,Unknown,,Web application,,,,,45
US,,,,,Physical access,,,62
US,,,,,Physical access,,,54
US,Unknown,,,,,Victim grounds,,62
GB,,,,,,,,62
US,,,,,,,,62
US,Unknown,,,,,Victim public area,,92
US,,,Physical access,,,,,92
US,Unknown,,Unknown,Unknown,,,,44
US,Unknown,,Web application,,,,Email,61
GB,,Unknown,,,,,,92
US,Unknown,,,,,Unknown,,44
US,Unknown,,Web application,,,,,92
US,,,,,,,,52
US,US,,Web application,,,,,62
US,,,,,,,,62
US,Unknown,,,,,Unknown,,62
MY,PL,,,,,Public facility,,52
TH,UA,,,,,Victim grounds,,52
US,Unknown,,Web application,,,,,92
DE,Unknown,,Unknown,,,,,54
US,,,,,,,,92
GB,,,,,Physical access,,,81
Unknown,Unknown,,Unknown,,,,,51
US,,,,,,,,62
HN,Unknown,,Web application,,,,,92
CW,,,,,,,,71
CA,,,,,LAN access,,,52
BR,,,,,,,,52
US,,,,,,,,72
US,Unknown,,Unknown,,,,,62
AZ,Unknown,,Unknown,,,,,51
US,Unknown,,,,,Unknown,,33
US,Unknown,,,,,Personal vehicle,,62
US,,,,,,,,54
US,Unknown,,Web application,,,,,92
US,,Unknown,,,LAN access,,,61
US,,,,,LAN access,,,62
US,US,US,,,,Personal residence,,62
GB,Unknown,,Web application,,,,,52
US,,,,,,,,62
US,,,,,,,,62
JP,,,,,,,,45
US,,,,,,,,92
US,Unknown,,,Unknown,,,,62
US,,,,,,,,92
MC,RU,,Unknown,,,,,71
Unknown,Unknown,,Backdoor or C2,Email attachment,,,Email,92
JP,Unknown,,,,LAN access,,Unknown,33
US,,Unknown,,,Physical access,,,62
GB,,,,,,,,92
GB,GB,,,,,,,92
US,RU,,,Email link,,,Email,23
US,Unknown,,,,,,Email,62
US,,,,,,,,92
US,,,,,,,,92
US,Unknown,,Web application,,,,,45
CA,,,,,LAN access,,,52
US,,,,,,,,92
US,,,,Unknown,,,,61
US,Unknown,,Web application,,,,,81
US,,,,,LAN access,,,32
GB,,,,,,,,54
US,Unknown,,,,,Personal vehicle,,62
US,Unknown,,,Unknown,,,,51
US,Unknown,,,,,Personal vehicle,,71
NZ,,,,,,,,51
US,,,,,,,,92
US,,,,,LAN access,,,52
Unknown,US,,,,,Unknown,,62
US,,,,,,,,52
US,Unknown,,,,Unknown,,,92
Unknown,Unknown,,Backdoor or C2,Email attachment,,,Email,92
GB,,Unknown,,,,,,62
US,Unknown,,,,,Partner facility,,92
US,,,,,,,,92
US,Unknown,,Backdoor or C2,Unknown,,,,71
US,,,,,Physical access,,,62
US,Unknown,,,,,Personal vehicle,,62
US,,,,,LAN access,,,44
US,Unknown,,Web application,,,,,81
ZA,Unknown,,Web application,,,,,92
US,Unknown,,Unknown,,,,,62
US,Unknown,,Unknown,,,,,54
US,US,,Web application,,,,,81
US,Unknown,,,,,,IM,92
AU,,,,,,,,44
US,,,,,,,,54
US,,,,,LAN access,,,92
US,,,,,,,,92
US,Unknown,,,,,Unknown,,56
US,Unknown,,,,,Personal vehicle,,62
US,Unknown,,,,,Unknown,,62
US,,,,,LAN access,,,44
US,Unknown,,,,,Personal vehicle,,81
GB,,,,,,,,92
US,,,,,Physical access,,,33
GB,,,,,,,,62
US,,,,,Unknown,,,51
US,,,,,LAN access,,,92
GB,,,,,,,,54
US,,,,,,,,92
US,Unknown,,Unknown,,,,,81
US,Unknown,,,,,,Email,62
US,Unknown,,,,,Unknown,,54
US,Unknown,,,,,Victim grounds,,44
US,,,,,,Partner facility,,62
US,Unknown,,Unknown,,,,,92
US,,,,,,,,54
US,,,,,,,,92
US,Unknown,,Web application,,,,,62
Unknown,Unknown,,Web application,,,,,54
US,Unknown,,,,,Unknown,,44
US,Unknown,,Web application,,,,,44
US,,,,,,,,92
US,Unknown,,,,,Unknown,,92
US,Unknown,,,,,,,44
US,,Unknown,,,,,,62
US,Unknown,,,,,,,51
EG,Unknown,,Web application,,,,,92
US,Unknown,,Unknown,Unknown,,,,72
US,Unknown,,Web application,,,,,62
US,,IN,,,,,,62
US,,,,,,Victim secure area,,62
US,US,,Unknown,,,,,62
US,,Unknown,,,,,,52
US,Unknown,,,,,Unknown,,92
US,,,,,LAN access,,,33
HK,,,,,,,,72
US,Unknown,,Web application,,,,,00
US,,,,,,,,92
IN,Unknown,,,Email autoexecute,,,Email,32
AM,SY,,Web application,,,,,92
CA,Unknown,,,,,,Email,92
IN,Unknown,,,Unknown,,,,52
US,,Unknown,,,,,,62
US,,Unknown,,,,,,54
US,Unknown,,Unknown,,,,,44
US,Unknown,,Backdoor or C2,,,,,92
US,,,,,,,,62
CA,,,,,LAN access,,,62
US,Unknown,,Web application,Direct install,,,,52
US,,,,,Physical access,Victim public area,,72
US,,,,,,,,61
US,,,,,,,,92
US,,,,,,,,92
SA,Unknown,,Web application,,,,,92
US,,,,,LAN access,,,92
US,,,,,LAN access,,,52
CY,RU,,Backdoor or C2,Email attachment,,,Email,92
US,,,,,Physical access,,,81
IL,Unknown,,,,,Personal vehicle,,92
US,Unknown,,Web application,,,,,51
US,AU,,Unknown,,,,,51
US,Unknown,,,Email link,,,Email,62
AU,,,,,,,,51
US,IR,,Web application,,,,,61
US,Unknown,,Unknown,Unknown,,,,44
US,,,,,,,,62
US,Unknown,,Web application,,,,,45
US,,,,,Non-corporate,,,92
US,,,,,,,,62
US,Unknown,,,,,Unknown,,62
JP,Unknown,,Unknown,Unknown,,,,54
US,,,,,,,,72
US,,,,,,,,92
AU,Unknown,,Unknown,,,Victim secure area,,61
US,Unknown,,Web application,,,,,52
US,,,,,Physical access,,,62
US,,,,,,,,92
US,Unknown,,Web application,,,,,45
US,,,,,,,,62
US,,,,,Physical access,,,52
ES,TR,,Unknown,,,,,72
US,,,,,,,,62
US,US,,Web application,,,,,51
US,Unknown,,,Unknown,,,,44
US,US,,,,,Public facility,,52
US,,,,,Physical access,,,72
JO,RU,,Backdoor or C2,Email attachment,,,Email,92
US,Unknown,,,,,,Phone,52
US,,,,,,Unknown,,92
US,Unknown,,Web application,,,,,92
US,,,,,LAN access,,,62
US,Unknown,,Web application,,,,,61
US,,,,,Unknown,,,92
US,,,,,LAN access,,,62
US,Unknown,,,Unknown,,,,62
CA,,,,,,,,92
US,,,,,,,,92
